18:16:32,SoundCloud
18:35:00,Whatsapp
18:53:23,Facebook
19:00:34,Snapchat
19:30:00,Facebook
19:45:26,SoundCloud
20:16:32,Facebook
21:35:00,Youtube
23:10:10,Whatsapp
23:25:05,Whatsapp
